what,kind,bundleId,bundleVersion,description,time
error,log,,,"No ELF file path has been selected.",1379615936601
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379615936619
error,log,,,"No ELF file path has been selected.",1379615938811
error,log,,,"Expected base address of system ID component is undefined.",1379615938811
error,log,,,"SOPC design not set.",1379615940735
error,log,,,"CPU module not set.",1379615940737
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940738
error,log,,,"CPU architecture type not set. ",1379615940739
error,log,,,"CPU master group not set.",1379615940742
error,log,,,"Expected base address of system ID component is undefined.",1379615940743
error,log,,,"SOPC design not set.",1379615940746
error,log,,,"CPU module not set.",1379615940747
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940749
error,log,,,"CPU architecture type not set. ",1379615940749
error,log,,,"CPU master group not set.",1379615940753
error,log,,,"Expected base address of system ID component is undefined.",1379615940753
error,log,,,"Select one of the available target connection paths.",1379615940754
error,log,,,"SOPC design not set.",1379615940755
error,log,,,"CPU module not set.",1379615940756
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940756
error,log,,,"CPU architecture type not set. ",1379615940756
error,log,,,"CPU master group not set.",1379615940757
error,log,,,"Expected base address of system ID component is undefined.",1379615940757
error,log,,,"SOPC design not set.",1379615940759
error,log,,,"CPU module not set.",1379615940759
