what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615106325
error,log,,,"CPU architecture type not set. ",1379615106330
error,log,,,"CPU master group not set.",1379615106331
error,log,,,"Expected base address of system ID component is undefined.",1379615106333
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106334
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106335
error,log,,,"SOPC design not set.",1379615106336
error,log,,,"CPU module not set.",1379615106337
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615106337
error,log,,,"CPU architecture type not set. ",1379615106337
error,log,,,"CPU master group not set.",1379615106337
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106338
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106338
error,log,,,"SOPC design not set.",1379615106338
error,log,,,"CPU module not set.",1379615106338
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615106339
error,log,,,"CPU architecture type not set. ",1379615106339
error,log,,,"CPU master group not set.",1379615106339
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106339
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615106339
error,log,,,"SOPC design not set.",1379615106340
error,log,,,"CPU module not set.",1379615106340
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615106340
error,log,,,"CPU architecture type not set. ",1379615106340
error,log,,,"CPU master group not set.",1379615106341
