what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1379615570517
error,log,,,"CPU master group not set.",1379615570517
error,log,,,"SOPC design not set.",1379615570518
error,log,,,"CPU module not set.",1379615570519
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615570519
error,log,,,"CPU architecture type not set. ",1379615570519
error,log,,,"CPU master group not set.",1379615570519
error,log,,,"SOPC design not set.",1379615570520
error,log,,,"CPU module not set.",1379615570520
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615570520
error,log,,,"CPU architecture type not set. ",1379615570521
error,log,,,"CPU master group not set.",1379615570521
error,log,,,"SOPC design not set.",1379615570522
error,log,,,"CPU module not set.",1379615570522
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615570522
error,log,,,"CPU architecture type not set. ",1379615570522
error,log,,,"CPU master group not set.",1379615570523
error,log,,,"SOPC design not set.",1379615570536
error,log,,,"CPU module not set.",1379615570537
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615570537
error,log,,,"CPU architecture type not set. ",1379615570538
error,log,,,"CPU master group not set.",1379615570538
error,log,,,"SOPC design not set.",1379615570735
error,log,,,"CPU module not set.",1379615570735
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615570736
