what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1379615164671
error,log,,,"CPU master group not set.",1379615164672
error,log,,,"Expected base address of system ID component is undefined.",1379615164672
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164672
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164672
error,log,,,"SOPC design not set.",1379615164673
error,log,,,"CPU module not set.",1379615164673
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615164673
error,log,,,"CPU architecture type not set. ",1379615164673
error,log,,,"CPU master group not set.",1379615164674
error,log,,,"Expected base address of system ID component is undefined.",1379615164674
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164674
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164674
error,log,,,"SOPC design not set.",1379615164675
error,log,,,"CPU module not set.",1379615164675
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615164675
error,log,,,"CPU architecture type not set. ",1379615164676
error,log,,,"CPU master group not set.",1379615164676
error,log,,,"Expected base address of system ID component is undefined.",1379615164676
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164677
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615164677
error,log,,,"SOPC design not set.",1379615164677
error,log,,,"CPU module not set.",1379615164678
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615164678
error,log,,,"CPU architecture type not set. ",1379615164678
