what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1379615950965
error,log,,,"CPU master group not set.",1379615950965
error,log,,,"Expected base address of system ID component is undefined.",1379615950965
error,log,,,"Expected base address of system ID component is undefined.",1379615950966
error,log,,,"No ELF file path has been selected.",1379615950993
error,log,,,"No ELF file path has been selected.",1379615950995
error,log,,,"Expected base address of system ID component is undefined.",1379615950996
error,log,,,"No ELF file path has been selected.",1379615951016
error,log,,,"No ELF file path has been selected.",1379615951018
error,log,,,"Expected base address of system ID component is undefined.",1379615951018
error,log,,,"No ELF file path has been selected.",1379615951039
error,log,,,"No ELF file path has been selected.",1379615951040
error,log,,,"Expected base address of system ID component is undefined.",1379615951041
error,log,,,"No ELF file path has been selected.",1379615951061
error,log,,,"No ELF file path has been selected.",1379615951062
error,log,,,"Expected base address of system ID component is undefined.",1379615951063
error,log,,,"No ELF file path has been selected.",1379615951083
error,log,,,"No ELF file path has been selected.",1379615951085
error,log,,,"Expected base address of system ID component is undefined.",1379615951085
error,log,,,"No ELF file path has been selected.",1379615951106
error,log,,,"No ELF file path has been selected.",1379615951107
error,log,,,"Expected base address of system ID component is undefined.",1379615951108
error,log,,,"No ELF file path has been selected.",1379615951128
error,log,,,"No ELF file path has been selected.",1379615951129
error,log,,,"Expected base address of system ID component is undefined.",1379615951130
