what,kind,bundleId,bundleVersion,description,time
error,log,,,"Select one of the available target connection paths.",1379618570768
error,log,,,"SOPC design not set.",1379618570768
error,log,,,"CPU module not set.",1379618570768
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379618570769
error,log,,,"CPU architecture type not set. ",1379618570769
error,log,,,"CPU master group not set.",1379618570769
error,log,,,"Select one of the available target connection paths.",1379618570769
error,log,,,"SOPC design not set.",1379618570770
error,log,,,"CPU module not set.",1379618570770
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379618570770
error,log,,,"CPU architecture type not set. ",1379618570770
error,log,,,"CPU master group not set.",1379618570770
error,log,,,"Expected base address of system ID component is undefined.",1379618570771
error,log,,,"Select one of the available target connection paths.",1379618570771
error,log,,,"SOPC design not set.",1379618570771
error,log,,,"CPU module not set.",1379618570771
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379618570772
error,log,,,"CPU architecture type not set. ",1379618570772
error,log,,,"CPU master group not set.",1379618570772
error,log,,,"Expected base address of system ID component is undefined.",1379618570772
error,log,,,"Select one of the available target connection paths.",1379618570773
error,log,,,"SOPC design not set.",1379618570773
error,log,,,"CPU module not set.",1379618570773
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379618570773
error,log,,,"CPU architecture type not set. ",1379618570774
