what,kind,bundleId,bundleVersion,description,time
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165540
error,log,,,"SOPC design not set.",1379615165541
error,log,,,"CPU module not set.",1379615165544
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615165545
error,log,,,"CPU architecture type not set. ",1379615165545
error,log,,,"CPU master group not set.",1379615165545
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165546
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165546
error,log,,,"SOPC design not set.",1379615165547
error,log,,,"CPU module not set.",1379615165547
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615165547
error,log,,,"CPU architecture type not set. ",1379615165547
error,log,,,"CPU master group not set.",1379615165548
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165548
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165548
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165593
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165594
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165620
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165621
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165908
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165908
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165928
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165928
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165930
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615165930
