what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1379612931170
started,bundle,com.altera.sbtgui.integration,10.1.0.153,"com.altera.sbtgui.integration",1379612931171
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1379612931171
started,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1379612931171
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1379612931172
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1379612931172
os,sysinfo,,,"win32",1379612931174
arch,sysinfo,,,"x86",1379612931174
ws,sysinfo,,,"win32",1379612931174
locale,sysinfo,,,"en_CA",1379612931174
processors,sysinfo,,,"4",1379612931174
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1379612931174
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1379612931174
java.specification.name,sysinfo,,,"Java Platform API Specification",1379612931174
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1379612931174
java.specification.version,sysinfo,,,"1.6",1379612931174
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1379612931174
java.version,sysinfo,,,"1.6.0_14",1379612931174
java.vm.info,sysinfo,,,"mixed mode",1379612931174
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1379612931174
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379612931174
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1379612931174
java.vm.specification.version,sysinfo,,,"1.0",1379612931174
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1379612931174
java.vm.version,sysinfo,,,"14.0-b16",1379612931174
