what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1379615940772
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940773
error,log,,,"CPU architecture type not set. ",1379615940773
error,log,,,"CPU master group not set.",1379615940773
error,log,,,"Expected base address of system ID component is undefined.",1379615940773
error,log,,,"Select one of the available target connection paths.",1379615940774
error,log,,,"SOPC design not set.",1379615940775
error,log,,,"CPU module not set.",1379615940775
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940775
error,log,,,"CPU architecture type not set. ",1379615940776
error,log,,,"CPU master group not set.",1379615940776
error,log,,,"Expected base address of system ID component is undefined.",1379615940776
error,log,,,"SOPC design not set.",1379615940778
error,log,,,"CPU module not set.",1379615940778
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940778
error,log,,,"CPU architecture type not set. ",1379615940779
error,log,,,"CPU master group not set.",1379615940779
error,log,,,"Expected base address of system ID component is undefined.",1379615940779
error,log,,,"SOPC design not set.",1379615940780
error,log,,,"CPU module not set.",1379615940780
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615940780
error,log,,,"CPU architecture type not set. ",1379615940781
error,log,,,"CPU master group not set.",1379615940781
error,log,,,"Expected base address of system ID component is undefined.",1379615940781
error,log,,,"SOPC design not set.",1379615940782
