what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615063991
error,log,,,"CPU architecture type not set. ",1379615063992
error,log,,,"CPU master group not set.",1379615063994
error,log,,,"Expected base address of system ID component is undefined.",1379615063995
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615063996
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615063997
error,log,,,"SOPC design not set.",1379615063999
error,log,,,"CPU module not set.",1379615063999
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615063999
error,log,,,"CPU architecture type not set. ",1379615063999
error,log,,,"CPU master group not set.",1379615064000
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615064000
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615064000
error,log,,,"SOPC design not set.",1379615064000
error,log,,,"CPU module not set.",1379615064001
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615064001
error,log,,,"CPU architecture type not set. ",1379615064001
error,log,,,"CPU master group not set.",1379615064001
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615064002
error,log,,,"No Nios II byte stream devices connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379615064002
error,log,,,"SOPC design not set.",1379615064002
error,log,,,"CPU module not set.",1379615064002
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379615064003
error,log,,,"CPU architecture type not set. ",1379615064003
error,log,,,"CPU master group not set.",1379615064003
