what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1378863241721
started,bundle,com.altera.sbtgui.project,10.1.0.153,"com.altera.sbtgui.project",1378863241721
started,bundle,com.altera.sbtgui.ui,10.1.0.153,"com.altera.sbtgui.ui",1378863241721
started,bundle,com.altera.systemconsole,10.1.0.153,"com.altera.systemconsole",1378863241721
started,bundle,com.altera.utilities,10.1.0.153,"com.altera.utilities",1378863241721
os,sysinfo,,,"win32",1378863241723
arch,sysinfo,,,"x86",1378863241723
ws,sysinfo,,,"win32",1378863241723
locale,sysinfo,,,"en_CA",1378863241723
processors,sysinfo,,,"4",1378863241723
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378863241723
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1378863241723
java.specification.name,sysinfo,,,"Java Platform API Specification",1378863241723
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378863241723
java.specification.version,sysinfo,,,"1.6",1378863241723
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378863241723
java.version,sysinfo,,,"1.6.0_14",1378863241723
java.vm.info,sysinfo,,,"mixed mode",1378863241723
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1378863241723
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378863241723
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378863241723
java.vm.specification.version,sysinfo,,,"1.0",1378863241723
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378863241723
java.vm.version,sysinfo,,,"14.0-b16",1378863241723
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1378863245073
