what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU module not set.",1379533712571
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379533712580
error,log,,,"CPU architecture type not set. ",1379533712588
error,log,,,"CPU master group not set.",1379533712595
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379533712605
error,log,,,"SOPC design not set.",1379533712613
error,log,,,"CPU module not set.",1379533712622
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379533712632
error,log,,,"CPU architecture type not set. ",1379533712640
error,log,,,"CPU master group not set.",1379533712647
error,log,,,"Expected base address of system ID component is undefined.",1379533712655
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379533712663
error,log,,,"SOPC design not set.",1379533712671
error,log,,,"CPU module not set.",1379533712679
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379533712691
error,log,,,"CPU architecture type not set. ",1379533712699
error,log,,,"CPU master group not set.",1379533712706
error,log,,,"Expected base address of system ID component is undefined.",1379533712713
error,log,,,"No Nios II target connection paths were located. Check connections and that a Nios II .sof is downloaded.",1379533712720
error,log,,,"SOPC design not set.",1379533712727
error,log,,,"CPU module not set.",1379533712735
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379533712742
error,log,,,"CPU architecture type not set. ",1379533712749
error,log,,,"CPU master group not set.",1379533712756
error,log,,,"Expected base address of system ID component is undefined.",1379533712763
