what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378862302059
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1378862302059
java.specification.name,sysinfo,,,"Java Platform API Specification",1378862302059
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378862302059
java.specification.version,sysinfo,,,"1.6",1378862302059
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378862302059
java.version,sysinfo,,,"1.6.0_14",1378862302059
java.vm.info,sysinfo,,,"mixed mode",1378862302059
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1378862302059
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378862302059
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378862302059
java.vm.specification.version,sysinfo,,,"1.0",1378862302059
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378862302059
java.vm.version,sysinfo,,,"14.0-b16",1378862302059
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.core",1378862302309
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.bugzilla.ui",1378862302427
started,bundle,org.eclipse.mylyn.context.core,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.core",1378862302659
started,bundle,org.eclipse.mylyn.context.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.context.ui",1378862302683
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui",1378862302936
started,bundle,org.eclipse.mylyn.team.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.team.ui",1378862302940
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1378862302941
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1378862303471
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1378862303821
started,bundle,org.eclipse.debug.core,3.5.0.v20090526-1600,"org.eclipse.debug.core",1378862303940
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1378862305492
